id,dc_num,cc_num,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_prepaid,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_memory,memory_oth,next_income_date,scpc_date,gender,dateofbirth_year,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,census_division
102716,1,NA,0,0,0,0,1,0,0,NA,NA,1,0,0,1,0,1,0,0,0,0,4,NA,NA,4,NA,4,NA,NA,NA,NA,4,1,4,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-15,5,1,5,1,1,0,0,0,0,0,2000,0,0,2000,0,0,0,5035,0,5035,0,1,0,0,0,1,0,0,2019-10-15,2019-09-20,0,1954,64,1,14,0,NA,0,1,0,0,3,12000,1,248000,148000,30000,20000,1.7636902332305908,5
100715,NA,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,1,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-19,5,5,11,5,4,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2019-10-17,2019-10-02,1,1978,41,6,9,0,NA,1,0,0,0,5,65000,0,NA,NA,20000,15000,3.878403425216675,5
104864,0,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,3,3,2,3,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-15,5,5,5,9,12,NA,2000,NA,NA,NA,NA,NA,NA,2000,NA,NA,10000,10000,NA,20000,NA,2,0,0,1,1,1,0,2019-11-15,2019-10-26,0,1982,36,1,13,0,NA,1,0,0,0,4,145000,1,350000,200000,50000,25000,1.1029307842254639,5
102872,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,3,1,4,4,4,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-18,5,10,14,12,1,0,500,0,0,0,500,0,0,1000,0,0,641,532,0,1173,0,2,0,0,1,1,1,0,2019-11-01,2019-10-20,0,1965,54,6,10,0,NA,0,1,0,0,1,118000,1,215000,122890,75000,2200,1.6097689867019653,5
102982,1,NA,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,4,8,4,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,5,11,1,8,500,500,NA,NA,0,1000,0,0,2000,0,45,1000,2000,500,3545,NA,1,1,1,1,1,0,0,2019-10-10,2019-09-24,0,1973,45,6,9,0,NA,0,1,0,0,4,40000,0,NA,NA,300000,20000,4.000029563903809,5
101984,NA,1,0,0,0,0,1,0,0,NA,NA,1,0,0,1,0,0,0,0,0,0,4,NA,NA,4,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,1,4,NA,NA,0,0,0,2000,0,0,2000,0,0,8000,20000,0,28000,0,2,1,0,0,0,0,0,2019-10-15,2019-09-27,0,1954,64,1,11,0,NA,1,0,0,0,2,60000,1,300000,0,400000,20000,0.5309086441993713,5
103613,1,NA,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,1,4,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-23,5,5,5,5,NA,2000,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,3,1,1,1,0,1,0,2019-11-27,2019-09-18,1,1977,41,4,8,0,NA,1,0,0,0,1,0,1,0,0,0,0,1.9950677156448364,5
104678,1,NA,0,0,0,0,1,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,13,2,4,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-05,5,10,5,10,14,NA,200,NA,NA,NA,NA,NA,NA,200,NA,0,0,0,0,0,NA,1,0,0,1,1,1,0,2019-11-03,2019-09-19,0,1956,63,4,10,0,NA,1,0,0,0,1,11000,1,100000,0,20000,0,0.5182623863220215,5
102305,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-24,13,5,14,5,12,0,0,0,2000,0,0,0,0,2000,0,0,3000,500,0,3500,0,3,0,0,0,1,1,0,2019-11-07,2019-10-14,1,1980,38,1,13,0,NA,1,1,0,0,6,112000,1,350000,198000,80000,3000,3.1941652297973633,5
103961,1,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,7,4,13,4,4,4,4,4,4,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-01,5,15,5,5,4,0,0,0,400,0,100,0,0,500,0,0,0,100,0,100,0,1,0,1,1,0,0,0,2019-10-31,2019-09-21,0,1959,60,1,10,0,NA,1,0,0,0,3,55000,0,NA,NA,30000,70000,0.9774042963981628,5
103787,1,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,8,1,4,1,1,4,1,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-03,5,5,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,483,0,0,483,0,1,0,0,0,0,1,0,2019-11-01,2019-09-19,1,1945,73,6,4,0,NA,0,1,0,0,1,775,0,NA,NA,0,350,0.8286116719245911,5
101529,2,NA,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3,NA,NA,4,NA,NA,NA,NA,4,NA,4,2,2,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-30,5,10,5,5,4,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2019-10-15,2019-09-28,0,1965,54,4,10,0,NA,0,1,0,0,3,30000,1,20000,0,10000,0,2.0638039112091064,5
104711,0,1,1,0,0,0,1,0,0,4,1,NA,0,1,1,1,0,0,0,0,1,NA,NA,4,4,4,NA,NA,NA,NA,6,6,2,1,4,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-09-06,5,5,3,14,NA,0,0,0,0,0,2000,0,0,2000,0,0,2000,5000,0,7000,0,3,0,1,1,0,1,0,2019-11-08,2019-10-05,1,1942,77,1,9,0,NA,1,0,0,0,2,39000,1,120000,25000,29000,3000,0.7331686615943909,5
101730,0,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,2,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-09-25,5,10,1,9,NA,0,0,0,0,0,2000,0,0,2000,0,0,0,5000,0,5000,0,3,1,1,1,1,1,0,2019-10-23,2019-09-19,0,1945,73,4,9,0,NA,1,0,0,0,4,40000,1,40000,32000,10000,0,1.5418944358825684,5
104816,1,NA,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,1,13,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-01,13,10,10,9,NA,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,2,0,0,1,0,0,0,2019-11-01,2019-09-18,0,1963,56,4,11,0,NA,1,0,0,0,2,0,0,NA,NA,0,0,0.44962969422340393,5
101048,2,0,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,9,NA,NA,NA,NA,4,2,4,4,2,1,1,4,4,4,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,2019-10-09,13,13,11,9,12,400,500,NA,100,0,NA,0,0,1000,0,400,578,75,0,1053,NA,1,0,0,0,0,1,0,2019-10-23,2019-10-08,1,1945,73,1,12,0,NA,1,0,0,0,2,50000,0,NA,NA,60000,6000,0.4359748959541321,5
105383,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,4,1,1,4,4,4,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-15,10,10,1,9,8,0,0,0,0,0,2000,0,0,2000,0,178,1758,5185,0,7121,0,1,0,0,0,0,1,0,2019-10-31,2019-10-01,0,1965,54,5,9,0,NA,0,1,0,0,7,68000,0,NA,NA,400000,1500,4.000029563903809,5
102892,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,NA,NA,4,NA,NA,NA,NA,NA,NA,10,2,4,1,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-16,5,10,11,5,NA,0,0,0,0,0,2000,0,0,2000,0,0,0,7000,0,7000,0,1,0,1,1,1,0,0,2019-10-25,2019-09-22,1,1950,69,1,12,0,NA,1,0,0,0,2,35000,1,200000,75000,0,40000,0.7269777059555054,5
104762,2,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,2,4,1,4,4,4,4,4,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-01,5,1,5,1,4,200,0,0,0,0,0,0,0,200,0,200,0,0,0,200,0,2,0,0,0,0,1,0,2019-11-04,2019-09-19,0,1969,50,1,13,0,NA,1,0,0,0,2,45000,1,200000,47000,0,10000,0.4945554733276367,5
100099,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,2,1,3,1,1,1,1,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-16,5,5,5,14,4,0,0,0,2000,0,0,0,0,2000,0,0,5000,7000,0,12000,0,2,0,0,1,1,0,0,2019-11-20,2019-09-24,0,1941,78,1,12,0,NA,1,0,0,0,2,45000,1,275000,219000,155000,0,0.8258318901062012,5
104063,1,NA,1,0,0,0,0,0,0,4,1,0,0,NA,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,7,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-27,15,5,14,1,NA,1300,0,0,0,0,0,0,0,1300,0,0,34,0,0,34,0,2,0,0,0,0,1,0,2019-11-01,2019-09-23,0,1978,40,6,9,0,NA,0,1,0,0,4,8000,0,NA,NA,10000,50000,1.7294405698776245,5
103466,2,NA,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,2,4,4,1,4,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,13,5,5,5,4,0,600,0,0,0,0,0,0,600,0,0,38,0,0,38,0,1,0,0,0,0,0,1,2019-11-01,2019-09-24,0,1957,61,4,11,0,NA,1,0,0,0,1,11364,0,NA,NA,4000,500,0.5563420057296753,5
103291,3,1,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,1,1,1,4,4,3,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,1,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,2019-09-26,15,12,11,14,11,0,0,0,0,0,0,0,0,0,0,0,140,9,0,149,0,1,1,0,0,0,0,0,NA,2019-09-19,0,1955,63,5,14,0,NA,0,1,0,0,1,50000,1,35000,10000,0,0,0.5194375514984131,5
105352,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,7,4,4,3,4,4,4,4,4,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2019-09-28,13,15,14,12,12,0,0,0,2000,0,0,0,0,2000,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2019-10-31,2019-09-26,1,1973,46,1,16,0,NA,0,1,0,0,3,175000,0,NA,NA,295000,305000,1.2227890491485596,5
103284,2,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,7,1,4,1,1,1,4,4,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-05,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2019-10-17,2019-09-19,0,1992,27,1,6,0,NA,1,0,0,0,5,32000,1,82000,81000,0,24000,4.000025272369385,5
101069,0,NA,0,0,0,0,0,0,1,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,8,1,4,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-09-26,2,4,4,4,NA,50,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2019-10-26,2019-10-13,0,1955,64,1,11,1,2,1,0,0,0,1,24,1,70,60,0,0,0.790317952632904,5
104964,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,4,4,4,4,4,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-10,5,5,5,5,4,0,0,0,0,0,400,0,0,400,0,0,0,400,0,400,0,2,0,1,1,1,1,0,2019-10-24,2019-09-21,0,1967,52,1,13,0,NA,1,0,0,0,2,135000,0,NA,NA,50000,100000,0.9625641703605652,5
104069,1,NA,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-03,5,10,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2019-10-31,2019-09-18,0,1963,56,4,10,0,NA,1,1,0,0,2,2400,0,NA,NA,0,42000,1.0657192468643188,5
101168,1,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-29,5,15,5,14,4,0,600,0,0,0,0,0,400,1000,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2019-10-10,2019-10-01,0,1972,46,4,12,0,NA,0,1,0,0,3,24000,0,NA,NA,3000,1625,0.8587199449539185,5
105051,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,4,NA,NA,NA,NA,NA,3,6,3,6,3,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-16,5,5,13,5,4,0,0,0,0,0,2000,0,0,2000,0,0,4000,31500,0,35500,0,2,0,0,1,1,0,0,2019-10-30,2019-09-18,0,1959,60,4,11,0,NA,1,0,0,0,2,40000,1,175000,138000,0,7000,0.49510204792022705,5
102237,0,2,1,0,0,0,0,0,0,4,1,1,0,1,1,1,0,0,0,0,1,4,NA,4,4,5,NA,NA,NA,NA,9,13,6,3,2,3,3,3,3,3,3,6,6,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2019-09-15,10,13,5,9,11,0,2000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,3,1,0,1,1,1,0,2019-10-15,2019-09-26,1,1947,71,1,16,0,NA,1,0,0,0,2,265000,1,510000,165000,2600000,75000,0.7385764718055725,5
105217,1,0,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,4,NA,NA,4,NA,NA,NA,4,2,4,1,1,1,4,3,2,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-01,5,5,1,1,12,0,0,0,0,0,2000,0,0,2000,0,0,300,3000,0,3300,0,2,0,1,1,0,0,0,2019-11-01,2019-09-30,1,1954,65,1,10,0,NA,1,0,0,0,2,60000,0,NA,NA,30000,31000,0.4941308796405792,5
101851,0,2,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,1,NA,4,NA,4,NA,NA,NA,NA,NA,4,7,2,3,1,1,3,3,3,3,10,1,4,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-30,5,5,5,5,12,0,2000,0,0,0,0,0,0,2000,0,1000,2500,1300,0,4800,0,2,0,0,1,1,1,0,2019-10-24,2019-09-19,1,1950,69,1,14,0,NA,1,0,0,0,2,75000,1,180000,0,200000,0,0.4551713466644287,5
104335,NA,0,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,3,3,1,1,1,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-27,5,5,5,14,4,0,2000,0,0,0,0,0,0,2000,0,0,20000,0,0,20000,0,3,0,0,0,0,1,0,NA,2019-09-19,0,1960,59,2,10,0,NA,1,0,0,0,1,24000,1,430000,189000,200000,20000,0.5494430661201477,5
102419,NA,NA,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,1,0,0,0,1,NA,4,NA,NA,NA,4,NA,NA,NA,1,13,1,8,1,1,1,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-18,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,0,2019-10-25,2019-10-13,1,1989,29,1,7,1,2,1,0,0,0,5,NA,0,NA,NA,NA,NA,4.00131368637085,5
102840,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,3,3,3,3,5,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-27,13,13,5,5,12,2000,0,0,0,0,0,0,NA,2000,0,1000,0,4800,0,5800,0,1,0,1,1,0,1,0,2019-10-11,2019-09-22,0,1976,42,1,14,0,NA,0,0,1,0,4,35000,1,415000,197000,20000,60000,1.6323846578598022,5
104514,0,1,0,0,0,0,1,0,0,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,3,7,3,1,3,3,3,3,3,10,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-23,NA,5,5,14,12,0,0,0,2000,0,0,0,0,2000,0,1120,5000,5586,0,11706,0,2,0,1,1,1,1,0,2019-10-07,2019-09-28,0,1956,62,1,15,0,NA,1,0,0,0,2,283960,1,500000,0,2963386,0,0.9145164489746094,5
103889,0,NA,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,10,4,10,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-18,15,13,5,5,8,0,2000,0,0,0,0,0,0,2000,0,0,5000,0,0,5000,0,1,0,0,0,1,0,0,2019-11-01,2019-09-22,1,1982,37,6,10,1,4,1,0,0,0,1,55000,1,147000,86000,25000,4000,2.924656867980957,5
101476,NA,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,9,NA,NA,NA,NA,9,3,7,3,1,1,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-25,12,5,13,5,11,0,0,0,0,0,2000,0,0,2000,0,900,1000,16000,0,17900,0,4,0,0,1,1,1,0,2019-10-15,2019-09-20,1,1943,75,1,13,0,NA,1,0,0,0,2,75000,1,255000,89000,650000,11000,0.4448773264884949,5
